establishment_name,city,state,establishment_type,created_timestamp,naics_code,industry_description,annual_average_employees,total_hours_worked,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_injuries,total_cases,is_correct,sectors_code,subsectors_code
4701-730,Glendale,AZ,1.0,2021-06-28 19:53:10,622110, General medical and surgical hospitals ,1099,1662027.0,0,41,12,29,51,82,False,62,622
Utility Lines Construction Services - 117,Birmingham ,AL,1.0,2021-04-12 20:07:54,237130, Pole line construction ,184,386758.0,0,0,1,3,4,4,True,23,237
Store #058,Mt. Vernon ,TX,1.0,2021-02-26 16:10:46,445110, Supermarkets ,113,163561.0,0,1,1,3,5,5,True,45,445
"Freeman Products, Inc.",Broken Arrow,OK,1.0,2021-03-08 22:09:27,327420," Joint compounds, gypsum based, manufacturing ",43,93966.0,0,0,0,0,0,0,True,33,327
SORENSEN MOVING AND STORAGE COMPANY INC MAIN,MELBOURNE,FL,1.0,2021-02-26 16:05:48,484210,Used Household and Office Goods Moving,85,199446.0,0,0,0,1,1,1,True,49,484
Vulcraft Nebraska ,Norfolk ,NE,1.0,2021-02-26 19:06:03,332312, Steel joists manufacturing ,455,908826.0,0,2,0,1,3,3,True,33,332
Coley Gin & Fertilizer Company,Vienna,GA,1.0,2021-02-01 19:56:19,115111, Cotton ginning ,20,50000.0,0,0,0,0,0,0,True,11,115
"Lifesprk, LLC (Community & Corp)",St. Louis Park,MN,1.0,2021-02-26 17:34:55,624120,Home Care,265,550838.0,0,5,2,3,8,10,False,62,624
Chamberlain,Chamberlain,SD,1.0,2021-02-11 21:52:02,424910,Farm Supplies Merchant Wholesalers,21,43535.0,0,0,0,0,0,0,True,42,424
R+L Carriers - MIL,Milwaukee,WI,1.0,2021-03-12 14:13:12,484122," General freight trucking, long-distance, less-than-truckload (LTL) ",141,345033.0,0,2,1,2,5,5,True,49,484
C17098,Chicago,IL,1.0,2021-02-05 17:08:41,236220," Addition, alteration and renovation for-sale builders, commercial and institutional building ",1,1047.0,0,1,0,0,1,1,True,23,236
"Lushlife, LLC", North Miami Beach,FL,1.0,2021-03-03 23:23:28,541320,"Architects' offices,landscape",5,8766.0,0,0,0,0,0,0,True,54,541
OPR,Pennsauken,NJ,1.0,2021-02-15 20:37:54,621610,home health care,5,10900.0,0,0,0,0,0,0,True,62,621
Jedko Inc.,San Diego,CA,1.0,2021-02-15 17:54:18,445110, Grocery stores ,23,47628.0,0,0,0,0,0,0,True,45,445
Juniper Ridge Landfill,Old Town,ME,1.0,2021-01-27 20:35:19,562111," Waste collection services, nonhazardous solid ",33,58638.0,0,0,1,0,1,1,True,56,562
621 Atkore Harvey,Harvey,IL,1.0,2021-03-04 17:30:18,423840,Inventory management in client processing plants,5,10233.0,0,0,0,0,0,0,True,42,423
Sprague Pest Solutions Portland,Portland,OR,1.0,2021-03-17 16:03:01,561710," Pest control (except agricultural, forestry) services ",19,41800.0,0,0,0,0,0,0,True,56,561
ComServ Little River Group Home,Taylorsville,NC,1.0,2021-03-22 21:04:49,623210," Group homes, intellectual and developmental disability ",11,19001.0,0,0,0,0,0,0,True,62,623
Carpinteria,Carpinteria,CA,1.0,2021-02-19 20:02:36,325413," Diagnostic substances, in-vitro, manufacturing ",239,478000.0,0,1,1,0,2,2,True,33,325
CACAPA-AEG-CANOGA PARK CORP OFFICE,CANOGA PARK,CA,1.0,2021-02-22 14:29:53,621420,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,46,94652.0,0,0,1,4,4,5,False,62,621
Legacy Trails,San Antonio,TX,1.0,2021-03-16 14:35:13,713940,Fitness,53,27666.0,0,0,0,0,0,0,True,71,713
"Blaine Brothers, Inc - Scanlon",Scanlon,MN,1.0,2021-01-20 18:14:30,488410," Towing services, motor vehicle ",28,38178.0,0,0,0,2,2,2,True,49,488
UPHS-Portage,Hancock,MI,1.0,2021-02-23 16:42:39,622110," Hospitals, general medical and surgical ",559,692983.0,0,4,0,13,16,17,False,62,622
REN144 Van Nuys ,Van Nuys,CA,1.0,2021-02-26 13:11:09,561710,Exterminating and Pest Control Services,38,79040.0,0,0,1,0,1,1,True,56,561
Peachtree Village Holiday Island,Holiday Island,AR,1.0,2021-03-08 22:51:58,623312, Assisted-living facilities without on-site nursing care facilities ,22,40391.0,0,0,0,1,1,1,True,62,623
2807-2761,WENTZVILLE,MO,1.0,2021-01-28 22:32:39,444110,Homecenter,174,262581.0,0,4,7,0,11,11,True,45,444
D'Amico Catering,St Paul,MN,1.0,2021-02-19 19:18:29,722320, Caterers ,7,7964.0,0,0,0,0,0,0,True,72,722
ABF Freight 158,SAN DIEGO             ,CA,1.0,2021-02-25 14:42:38,484122,TRANSPORTATION                                    ,31,70167.0,0,3,0,1,4,4,True,49,484
SODEXO AT HOLY FAMILY MANOR-HSKP,BETHLEHEM,PA,1.0,2021-03-03 15:00:15,561720,Building Cleaning/Maintenance,13,30665.0,0,0,0,1,1,1,True,56,561
Sheraton Palo Alto Hotel ,Palo Alto ,CA,1.0,2021-02-09 17:32:50,721110," Hotels, resort, without casinos ",160,182419.0,0,3,4,5,12,12,True,72,721
2050-20500002-310,LOS ANGELES,CA,1.0,2021-02-01 19:26:03,445110,Grocery,66,49979.0,0,0,0,0,0,0,True,45,445
NJ South Home Care-Runnemede ,Runnemede,NJ,1.0,2021-02-03 15:03:57,621610, Home health care agencies ,189,228384.0,0,1,1,1,3,3,True,62,621
House of Rohl Charleston,Ladson,SC,1.0,2021-01-13 23:41:23,332510," Builder's hardware, metal, manufacturing ",10,19200.0,0,0,0,0,0,0,True,33,332
Sunshine Ace Hardware-Bonita,Bonita Springs,FL,1.0,2021-02-26 14:07:55,444130, Hardware stores ,54,89221.0,0,1,2,2,5,5,True,45,444
Lakeside Metals Plant,Chicago,IL,1.0,2021-05-11 22:27:55,423510, Metals service centers ,47,100385.0,0,1,0,3,4,4,True,42,423
"Dan's Concrete, Inc.",Aurora,CO,1.0,2021-02-04 20:44:51,236115," Home builders (except for-sale), single-family ",29,65437.0,0,1,0,0,1,1,True,23,236
CITY OF ROODHOUSE,ROODHOUSE,IL,3.0,2021-01-26 15:59:01,423850," Water treatment equipment, municipal, merchant wholesalers ",23,32796.0,0,0,0,1,1,1,True,42,423
Circleville,Circleville,OH,1.0,2021-01-28 23:06:42,115114," Vegetable sorting, grading, and packing ",215,436602.0,0,1,0,1,2,2,True,11,115
NASSAU PROVISIONS KOSHER FOODS INC.,HOLTSVILLE,NY,1.0,2021-03-16 16:54:53,424410,STORE: GROCERY WHOLESALE,130,257971.0,0,9,0,0,9,9,True,42,424
Feldman Chevrolet of Lansing,Lansing,MI,1.0,2021-04-20 18:31:12,441110," Automobile dealers, new only or new and used ",116,242102.0,0,0,0,2,2,2,True,45,441
Sprint Food Stores,Augusta,GA,1.0,2021-10-14 14:20:04,445120, Convenience food stores ,396,617760.0,0,2,0,0,2,2,True,45,445
Fun-N-Sun,San Benito,TX,1.0,2021-03-03 15:48:20,721211,RV Park,16,27077.0,0,0,0,0,0,0,True,72,721
731,MEMPHIS,TN,1.0,2021-02-25 14:09:47,492110,Transportation  Air Cargo,5570,9321766.0,0,19,0,10,24,29,False,49,492
Heartland Express Atlanta,Atlanta,GA,1.0,2021-01-25 16:26:31,484121," General freight trucking, long-distance, truckload (TL) ",91,233584.0,0,1,0,1,2,2,True,49,484
Terrell - 301 Apache Trail,Terrell,TX,1.0,2021-02-26 19:53:04,493110,General Warehousing and Storage,125,94072.0,0,0,0,0,0,0,True,49,493
2288-0118,MONTGOMERY,AL,1.0,2021-02-08 20:36:02,561710,Structural Pest Control,22,40349.0,0,1,1,0,2,2,True,56,561
Breakthru Beverage Pensacola,Pensacola,FL,1.0,2021-04-15 19:48:38,424820," Alcoholic beverages, wine and distilled spirits merchant wholesalers ",46,91023.0,0,3,0,0,3,3,True,42,424
E.P. Guidi Inc,Ambler ,PA,1.0,2021-05-10 14:50:04,236200,Construction,24,37380.0,0,0,0,0,0,0,True,23,236
Maple Valley Schools - 23065,Vermontville,MI,1.0,2021-01-14 15:40:51,611110,PUBLIC SCHOOL,110,144560.0,0,0,0,6,0,6,False,61,611
Store 1037,Newport News,VA,1.0,2021-01-26 18:17:15,445110,Retail,36,29139.0,0,1,0,1,2,2,True,45,445
Prairie View Healthcare Center,Woonsocket,SD,1.0,2021-02-04 20:12:01,623110, Skilled nursing facilities ,59,80760.0,0,0,0,0,0,0,True,62,623
G PROULX BUILDING PRODUCTS LLC,FORT LAUDERDALE,FL,1.0,2021-03-31 16:24:27,331221," Bars, steel, made in cold rolling mills made from purchased steel ",137,368645.0,0,1,1,7,9,9,True,33,331
Triple B Construction Corporation,Wilton,IA,1.0,2021-02-11 20:16:24,238910, Excavation contractors ,27,50634.0,0,0,1,0,1,1,True,23,238
Modern Disposal Elk Street,Buffalo,NY,1.0,2021-01-26 23:30:20,562212, Solid waste landfills combined with collection and/or local hauling of nonhazardous waste materials ,170,437779.0,0,4,12,2,16,18,False,56,562
Canby Elementary School,Canby,MN,2.0,2021-01-29 20:28:51,611110,K-12 Education,48,48342.0,0,0,0,2,2,2,True,61,611
Heartland Sheets LLC,Kansas City,MO,1.0,2021-01-20 19:28:46,322211, Corrugated and solid fiber boxes made from purchased paper or paperboard ,68,163398.0,0,0,0,0,0,0,True,33,322
California Department of Transportation Facility 167,Big Sur,CA,2.0,2021-03-11 00:26:41,237310,"Repair, highway, road, street, bridge or airport runway",400,832000.0,0,0,0,0,0,0,True,23,237
National Technology,Rolling Meadows,IL,1.0,2021-02-26 14:52:46,334412," Circuit boards, printed, bare, manufacturing ",42,79160.0,0,1,1,0,2,2,True,33,334
TWB Antioch,Antioch,TN,1.0,2021-02-15 20:52:11,332999,Fabricated Metal Product Manufacturing,42,71998.0,0,0,0,0,0,0,True,33,332
CMP - Rockland Service Building,Rockland,ME,1.0,2021-03-10 23:43:03,221122, Distribution of electric power ,25,59535.0,0,0,0,0,0,0,True,22,221
Inter LaPeruta JV,Mount Vernon,NY,1.0,2021-01-20 16:38:46,237110," Distribution line, sewer and water, construction ",12,25195.0,0,3,0,0,3,3,True,23,237
New Columbia TPO,New Columbia,PA,1.0,2021-02-09 19:42:46,326199," Awnings, rigid plastics or fiberglass, manufacturing ",55,106150.0,0,0,0,0,0,0,True,33,326
Stoneybrook,Eden,NC,1.0,2021-03-11 20:38:00,531110, Apartment rental or leasing ,2,1336.0,0,0,0,0,0,0,True,53,531
Air Oper DOT 220 N 3700 W,Salt Lake City,UT,3.0,2021-03-08 21:29:01,488119," Airport operators (e.g., civil, international, national) ",6,10286.0,0,0,0,0,0,0,True,49,488
Marian Inc. HQ,Indianapolis,IN,1.0,2021-01-27 13:43:45,326299," Rolls and roll coverings, rubber (e.g., industrial, papermill, painters', steelmill) manufacturing ",172,370572.0,0,0,1,1,2,2,True,33,326
300405-ARLINGTON PO,ARLINGTON,NE,1.0,2021-02-27 03:26:55,491110,Mail and Parcel Delivery,4,7999.0,0,1,0,0,1,1,True,49,491
Greater Hartford Academy of the Arts (Middle) ,Hartford,CT,2.0,2021-02-24 13:34:37,611110," Schools, secondary ",50,97500.0,0,0,0,0,0,0,True,61,611
PR Financing LP / Francis Scott Key Mall,Frederick,MD,1.0,2021-02-02 00:09:31,531110," Equity real estate investment trusts (REITs), primarily leasing residential buildings and dwellings ",3,6705.0,0,0,0,0,0,0,True,53,531
Caledonia,Caledonia,MN,1.0,2021-01-25 17:10:06,424910, Animal feeds (except pet food) merchant wholesalers ,7,14680.0,0,0,0,0,0,0,True,42,424
058388-WEST SACRAMENTO PO,WEST SACRAMENTO,CA,1.0,2021-02-28 14:49:11,491110,Mail and Parcel Delivery,52,94323.0,0,3,2,0,4,5,False,49,491
"Rudy Krause, Construction ",Ramrod Key,FL,1.0,2021-01-26 20:52:50,236115," Housing, single-family, construction general contractors ",20,39787.0,0,0,0,0,0,0,True,23,236
Slater R&D,Slater,IA,1.0,2021-02-24 16:15:41,115112, Planting crops ,285,344277.0,0,0,1,1,1,2,False,11,115
PORTLAND OR DEPOT,PORTLAND,OR,1.0,2021-03-10 19:20:54,311812,Commercial Bakeries,104,1912.0,0,0,0,0,0,0,True,33,311
CA Victorville,Victorville,CA,1.0,2021-02-25 17:08:20,621991,Blood Banking,10,20800.0,0,0,1,1,2,2,True,62,621
500112-ARLINGTON PO,ARLINGTON,VT,1.0,2021-02-27 23:52:52,491110,Mail and Parcel Delivery,2,3622.0,0,0,1,0,1,1,True,49,491
LQ0696 Houston Stafford Sugarland,Stafford,TX,1.0,2021-05-07 13:30:51,721110,Hospitality,30,45226.0,0,0,1,2,3,3,True,72,721
Stantek,Stanton,KY,1.0,2021-01-27 21:12:03,334419, Magnetron tubes manufacturing ,28,81625.0,0,0,0,1,1,1,True,33,334
4818-WAVA,VANCOUVER,WA,1.0,2021-02-22 02:09:55,424820,"Alcoholic beverage, wine, and distilled spirits merchant wholesaler",25,44469.0,0,1,0,0,1,1,True,42,424
Redner's Warehouse Market Elkton,Elkton,MD,1.0,2021-02-15 15:16:55,445110, Grocery stores ,91,135978.0,0,3,0,0,3,3,True,45,445
Skyline Nursing and Rehabilitation Center,Floyd,VA,1.0,2021-02-03 13:30:29,623110, Nursing homes ,65,116856.0,0,21,1,1,2,23,False,62,623
000 Millennium Corporation Englewood Co,ENGLEWOOD,CO,1.0,2021-07-20 22:12:02,721110,Hotels (except Casino Hotels) and Motels,28,39171.0,0,0,0,0,0,0,True,72,721
879 Air Technologies,Cleveland,OH,1.0,2021-03-16 15:52:43,423830, Industrial machinery and equipment (except electrical) merchant wholesalers ,35,59785.0,0,0,0,0,0,0,True,42,423
Denver ReStore,Denver,CO,1.0,2021-03-08 19:04:24,236115," Low income housing, single-family, construction general contractors ",39,28702.0,0,4,0,0,4,4,True,23,236
5340 Readymix - Neyland Dr.,Birmingham,AL,1.0,2021-01-27 16:02:41,327320, Ready-mix concrete manufacturing and distributing ,21,40065.0,0,0,0,0,0,0,True,33,327
2807-1703,LAS VEGAS,NV,1.0,2021-01-28 22:22:58,444110,Homecenter,121,195330.0,0,0,1,2,3,3,True,45,444
"Mayer Electric Supply Company, Inc. - Mobile",Mobile,AL,1.0,2021-01-19 20:05:57,423610," Distribution equipment, electrical, merchant wholesalers ",16,25913.0,0,0,0,0,0,0,True,42,423
Unilogic- Woodridge,woodridge,IL,1.0,2021-03-18 13:57:49,493120," Warehousing, refrigerated ",20,8442.0,0,0,0,0,0,0,True,49,493
Linley Park Rehabilitation and Healthcare Center,Anderson,SC,1.0,2021-02-26 22:55:03,623110, Nursing homes ,70,129395.0,0,1,0,0,1,1,True,62,623
Health Mats Company,Chester ,PA,1.0,2021-01-19 20:12:20,333318, Laundry machinery and equipment (except household-type) manufacturing ,27,54800.0,0,0,0,0,0,0,True,33,333
Elmwood Care Centre,Onawa,IA,1.0,2021-01-15 22:13:29,623110, Nursing homes ,52,85453.0,0,2,0,0,2,2,True,62,623
"Mount Vernon Printing Company, Inc.",Laurel,MD,1.0,2021-02-15 21:20:13,323111,ALL printing operations including digital printing,35,70985.0,0,0,0,0,0,0,True,33,323
KENOSHA PLANT,KENOSHA,WI,1.0,2021-01-29 14:33:30,327320, Ready-mix concrete manufacturing and distributing ,32,47478.0,0,0,1,0,1,1,True,33,327
Promise House Hiawatha Inc,Hiawatha ,IA,1.0,2021-02-10 17:18:12,623312, Assisted-living facilities without on-site nursing care facilities ,23,40824.0,0,0,2,2,2,4,False,62,623
CARSON,Carson,CA,1.0,2021-02-10 18:37:20,423210," Furniture (except drafting tables, hospital beds, medical furniture) merchant wholesalers ",18,30935.0,0,0,2,0,2,2,True,42,423
A&D Fire (Orange),Orange ,CA,1.0,2021-03-09 17:23:05,238220, Fire sprinkler system installation ,238,470307.0,0,1,0,0,1,1,True,23,238
York/Adams Counties - York,York,PA,1.0,2021-03-09 01:57:53,624120, Disability support groups ,26,44531.0,0,1,0,0,1,1,True,62,624
Life Sciences : IDT - Coralville 2501,Coralville,IA,1.0,2021-02-03 20:24:51,325199,All other Basic Organic Chemical Manufacturing  ,58,117220.0,0,0,0,0,0,0,True,33,325
Fire Department,Seymour,CT,3.0,2021-03-17 14:30:05,922160," Fire departments (e.g., government, volunteer (except private)) ",66,10800.0,0,0,0,8,8,8,True,92,922
184 - NORTH MILWAUKEE,MILWAUKEE,WI,1.0,2021-02-10 18:55:45,812332,Industrial Launderers,115,229952.0,0,2,1,3,6,6,True,81,812
Store 1596,RICHMOND,VA,1.0,2021-02-25 17:23:40,445110,Supermarkets and other grocery (except convenience) stores,157,226537.0,0,1,4,1,6,6,True,45,445
Yogi Bear's Jellystone Park: Luray												,Luray,VA,1.0,2021-01-28 22:52:59,721211, Campgrounds ,30,31138.0,0,0,0,0,0,0,True,72,721
Home Health & Hospice,Frankenmuth,MI,1.0,2021-02-24 16:55:42,621610, Home health care agencies ,33,42761.0,0,1,0,0,0,1,False,62,621
Spring Mill Pointe											,Lafayette Hill,PA,1.0,2021-02-10 04:55:08,623311, Continuing care retirement communities ,83,76608.0,0,3,1,0,3,4,False,62,623
"K & K Fabrication, Inc.",Austin,MN,1.0,2021-01-27 14:39:54,332312, Fabricated structural metal manufacturing ,45,86500.0,0,2,0,3,3,5,False,33,332
Care Center at Center Grove,Tampa,FL,1.0,2021-02-22 19:35:52,623110, Nursing homes ,67,103778.0,0,0,1,4,1,5,False,62,623
Shreveport Operations,Shreveport,LA,1.0,2021-02-25 20:38:26,221122, Distribution of electric power ,120,245561.0,0,0,0,0,0,0,True,22,221
Guilderland,Slingerlands,NY,1.0,2021-02-26 18:38:01,623312, Assisted-living facilities without on-site nursing care facilities ,61,98706.0,0,9,1,2,3,12,False,62,623
Cambridge Telling,Cambridge ,OH,1.0,2021-03-11 14:25:12,332322," Studs, sheet metal (except stampings), manufacturing ",65,128250.0,0,1,0,1,2,2,True,33,332
Allegheny Construction Specialties,Nashville,TN,1.0,2021-01-28 18:10:27,238990," Underpinning, construction ",47,87921.0,0,2,0,0,2,2,True,23,238
GREEN CHURCHS INC 114,COMPTON,CA,1.0,2021-02-26 16:03:43,722513,Limited Service Restaurants,23,53968.0,0,0,0,1,1,1,True,72,722
"BOUCHER BROTHERS BEACH MANAGEMENT FORT LAUDERDALE, LLC",FORT LAUDERDALE,FL,1.0,2021-03-16 16:52:43,532292,BCH CHRS & UMBRELLAS-RENTEDTO OTHERS (CGL),29,43728.0,0,0,0,0,0,0,True,53,532
Civil Constructors Inc Freeport Structures Divison,Freeport,IL,1.0,2021-03-12 19:43:47,237310, Bridge construction ,28,57734.0,0,0,0,0,0,0,True,23,237
"CO.LITTL.11 - Ricoh Americas Holdings, Inc.",LITTLETON,CO,1.0,2021-02-06 01:11:24,423420,Office Equipment,2,4000.0,0,0,0,0,0,0,True,42,423
"Gilleland Enterprises, Inc. ",Saint Cloud,MN,1.0,2021-02-25 21:45:38,441110," Automobile dealers, new only or new and used ",145,150952.0,0,2,1,0,3,3,True,45,441
"Reed Mill & Lumber Co., Inc.",Denver,CO,1.0,2021-01-18 18:44:02,321918," Moldings, clear and finger joint wood, manufacturing ",27,53518.0,0,0,0,0,0,0,True,33,321
"DC-800 OMP, AP, Mechanics",Tipp City,OH,1.0,2021-11-16 15:31:49,493110," Warehousing and storage, general merchandise ",70,157600.0,0,0,2,0,2,2,True,49,493
North Phoenix AZ FXFE-NPX,Phoenix,AZ,1.0,2021-02-23 14:45:45,484122,Less Than Truckload General Freight Trucking,146,273388.0,0,7,3,1,11,11,True,49,484
"Plastic Recycling Technology II, Inc.",Van Wert,OH,1.0,2021-02-25 15:40:47,326112," Film, plastics, packaging, manufacturing ",24,44355.0,0,1,1,1,3,3,True,33,326
Regency Technologies - Brooksville,Brooksville,FL,1.0,2021-02-23 15:30:16,423930," Recyclable materials (e.g., glass, metal, paper) merchant wholesalers ",46,109076.0,0,0,4,0,4,4,True,42,423
SODEXO AT TEN ROSI - SHAH,EL PASO,TX,1.0,2021-03-03 16:26:19,561210,Facilities Support Services,1,520.0,0,0,0,0,0,0,True,56,561
White Oak RHCC,Mt. Vernon,IL,1.0,2021-03-03 01:31:46,623110,Nursing Care Facilities,50,79930.0,0,1,0,0,1,1,True,62,623
FDH-IS St Louis MO,St Louis,MO,1.0,2021-02-05 19:23:56,541330, Engineering services ,11,16436.0,0,0,0,0,0,0,True,54,541
Napa Southwest Harbor,Southwest Harbor,ME,1.0,2021-02-12 16:38:05,441310, Auto supply stores ,4,9033.0,0,0,0,0,0,0,True,45,441
Loparex,Eden,NC,1.0,2021-03-12 15:47:26,322220," Bags (except plastics only) made by laminating or coating combinations of purchased plastics, foil and paper ",128,213539.0,0,0,1,1,2,2,True,33,322
TXANG - ANGLETON,ANGLETON,TX,1.0,2021-02-26 19:06:16,492110,Couriers,122,172866.0,0,2,6,0,8,8,True,49,492
Florida Location,Tampa,FL,1.0,2021-02-16 18:27:31,423990," General merchandise, durable goods, merchant wholesalers ",26,58830.0,0,0,0,0,0,0,True,42,423
44241J - NEWNAN GA GES PEC,NEWNAN,GA,1.0,2021-02-26 17:07:55,424450,Confectionery Merchant Wholesalers,20,44080.0,0,0,1,0,1,1,True,42,424
Mobil 533,Grants Pass,OR,1.0,2021-01-26 20:56:02,445120, Convenience food stores ,13,26844.0,0,0,0,0,0,0,True,45,445
MALTA FIRE DEPARTMENT,MALTA,IL,3.0,2021-02-17 19:57:17,922160, Ambulance and fire service combined ,26,10013.0,0,0,0,0,0,0,True,92,922
361404-CLT-MINUET CARRIER ANX,CHARLOTTE,NC,1.0,2021-02-28 15:10:06,491110,Mail and Parcel Delivery,109,197248.0,0,3,4,1,8,8,True,49,491
Cosentino Center Denver,Denver,CO,1.0,2021-02-17 12:42:05,327991,Distribution of Stone Material & Related Construction Material,14,30730.0,0,0,0,0,0,0,True,33,327
MCST,Cypress,TX,1.0,2021-01-26 20:15:32,484121," Trucking, general freight, long-distance, truckload (TL) ",13,27592.0,0,1,0,0,1,1,True,49,484
"Scaff-Tech, Inc.",Miami,FL,1.0,2021-10-29 15:53:55,238990, Scaffold erecting and dismantling ,50,1720.0,0,0,1,2,3,3,True,23,238
Rockwell American - Plant 71,Azle,TX,1.0,2021-03-10 13:47:10,441310, Automobile parts dealers ,38,68978.0,0,2,0,0,2,2,True,45,441
Basler Electric Company - Taylor ,Taylor,TX,1.0,2021-01-08 19:20:50,335311," Power transformers, electric, manufacturing ",39,77996.0,0,0,0,0,0,0,True,33,335
"Frey Construction and Home Improvement, LLC",Prairie du Sac,WI,1.0,2021-01-08 16:32:56,236115," Residential construction, single-family, general contractors ",52,80525.0,0,2,0,4,6,6,True,23,236
Delevan/Java - 20644,Delevan,NY,1.0,2021-02-03 18:38:39,485410, School bus services ,47,41900.0,0,0,0,0,0,0,True,49,485
103925 - Franklin WRF Modifications & Expansion,Franklin,TN,1.0,2021-02-25 20:35:04,237110, Sewage treatment plant construction ,92,167469.0,0,1,0,1,2,2,True,23,237
Quality Tank Solutions,Oconomowoc,WI,1.0,2021-02-10 16:21:09,332420," Tanks, heavy gauge metal, manufacturing ",81,174682.0,0,1,3,1,5,5,True,33,332
"Indiana University Health Care Associates, Inc",Indianapolis,IN,1.0,2021-03-09 21:11:55,621111," MDs' (medical doctors, except mental health) offices (e.g., centers, clinics) ",5273,8210058.0,0,3,0,49,13,52,False,62,621
Marriott San Diego Gaslamp,San Diego,CA,1.0,2021-02-12 18:08:34,721110, Hotels (except casino hotels) ,62,108997.0,0,3,0,5,7,8,False,72,721
Michael Angelo's Gourmet foods,Austin,TX,1.0,2021-03-08 20:43:07,311412," Nationality specialty foods, frozen, manufacturing ",285,701697.0,0,0,2,2,4,4,True,33,311
Supreme Oil Co,San Diego,CA,1.0,2021-03-09 00:39:18,424720," Petroleum and petroleum products merchant wholesalers (except bulk stations, terminals) ",29,54400.0,0,0,0,0,0,0,True,42,424
Dakota,Golden City,MO,1.0,2021-01-26 17:14:01,112210,Hog and pig farming,7,17370.0,0,0,0,0,0,0,True,11,112
Binkley Construction,CONROE,TX,1.0,2021-06-29 15:05:28,236220," Mausoleum (i.e., building) construction ",23,23631.0,0,0,0,0,0,0,True,23,236
